Repeat,Metric,Comparison,Difference
86,Precision difference (pp),Ridge minus Size-only Ridge,2.1187461608106695
86,Precision difference (pp),MLP minus Ridge,-1.0697042035262254
86,MAE difference (pp),MLP minus Zero growth,0.02294499923474369
86,MAE difference (pp),MLP minus Ridge,-0.005557849038091867
86,MAE difference (pp),Seasonal median minus Zero growth,-0.09712065760453248
87,Precision difference (pp),Ridge minus Size-only Ridge,2.93347480674786
87,Precision difference (pp),MLP minus Ridge,1.3677191766185621
87,MAE difference (pp),MLP minus Zero growth,0.024973254995657612
87,MAE difference (pp),MLP minus Ridge,-0.005913757389661711
87,MAE difference (pp),Seasonal median minus Zero growth,-0.09858674636820197
88,Precision difference (pp),Ridge minus Size-only Ridge,3.096861548142524
88,Precision difference (pp),MLP minus Ridge,0.06642019425480705
88,MAE difference (pp),MLP minus Zero growth,0.0014327699226219792
88,MAE difference (pp),MLP minus Ridge,-0.03332512290313083
88,MAE difference (pp),Seasonal median minus Zero growth,-0.10096502972572674
89,Precision difference (pp),Ridge minus Size-only Ridge,4.360849413201981
89,Precision difference (pp),MLP minus Ridge,0.5163950669423878
89,MAE difference (pp),MLP minus Zero growth,0.06628602819287366
89,MAE difference (pp),MLP minus Ridge,0.006973612754217928
89,MAE difference (pp),Seasonal median minus Zero growth,-0.09293474872660479
90,Precision difference (pp),Ridge minus Size-only Ridge,3.0616968734174828
90,Precision difference (pp),MLP minus Ridge,0.16167744133543105
90,MAE difference (pp),MLP minus Zero growth,0.013831518447192437
90,MAE difference (pp),MLP minus Ridge,-0.013219769060961895
90,MAE difference (pp),Seasonal median minus Zero growth,-0.1049426115229739
91,Precision difference (pp),Ridge minus Size-only Ridge,1.5824996610013713
91,Precision difference (pp),MLP minus Ridge,-0.6689847378370695
91,MAE difference (pp),MLP minus Zero growth,-0.003594791253862084
91,MAE difference (pp),MLP minus Ridge,-0.0270320915455593
91,MAE difference (pp),Seasonal median minus Zero growth,-0.10473752691933758
92,Precision difference (pp),Ridge minus Size-only Ridge,4.240570921574744
92,Precision difference (pp),MLP minus Ridge,-0.18538679594610197
92,MAE difference (pp),MLP minus Zero growth,0.029676830118785524
92,MAE difference (pp),MLP minus Ridge,-0.01511181411070206
92,MAE difference (pp),Seasonal median minus Zero growth,-0.09656502799908795
93,Precision difference (pp),Ridge minus Size-only Ridge,3.6749240181734506
93,Precision difference (pp),MLP minus Ridge,-1.3497158122518726
93,MAE difference (pp),MLP minus Zero growth,0.06824502669770593
93,MAE difference (pp),MLP minus Ridge,0.011720613497091747
93,MAE difference (pp),Seasonal median minus Zero growth,-0.0968798633027741
94,Precision difference (pp),Ridge minus Size-only Ridge,4.175406719018804
94,Precision difference (pp),MLP minus Ridge,1.1663798537297654
94,MAE difference (pp),MLP minus Zero growth,0.0017857840711554829
94,MAE difference (pp),MLP minus Ridge,-0.030757876858989786
94,MAE difference (pp),Seasonal median minus Zero growth,-0.11211480434379784
95,Precision difference (pp),Ridge minus Size-only Ridge,2.054696233467024
95,Precision difference (pp),MLP minus Ridge,0.7644576091382249
95,MAE difference (pp),MLP minus Zero growth,-0.013272275037457426
95,MAE difference (pp),MLP minus Ridge,-0.04895057055236762
95,MAE difference (pp),Seasonal median minus Zero growth,-0.10287869783709347
96,Precision difference (pp),Ridge minus Size-only Ridge,2.1495055380926775
96,Precision difference (pp),MLP minus Ridge,-0.10106339427658484
96,MAE difference (pp),MLP minus Zero growth,0.03784271976763387
96,MAE difference (pp),MLP minus Ridge,-0.021677684209656434
96,MAE difference (pp),Seasonal median minus Zero growth,-0.10437214242735982
97,Precision difference (pp),Ridge minus Size-only Ridge,2.7701610918676485
97,Precision difference (pp),MLP minus Ridge,-0.8700968349123983
97,MAE difference (pp),MLP minus Zero growth,0.045214207176811794
97,MAE difference (pp),MLP minus Ridge,0.00034608437076455445
97,MAE difference (pp),Seasonal median minus Zero growth,-0.10218734191283207
98,Precision difference (pp),Ridge minus Size-only Ridge,5.494113175630563
98,Precision difference (pp),MLP minus Ridge,-1.2082799676583185
98,MAE difference (pp),MLP minus Zero growth,0.04012082193466382
98,MAE difference (pp),MLP minus Ridge,-0.023015117932199125
98,MAE difference (pp),Seasonal median minus Zero growth,-0.09948092910327455
99,Precision difference (pp),Ridge minus Size-only Ridge,3.9224444523892066
99,Precision difference (pp),MLP minus Ridge,-1.24897854905901
99,MAE difference (pp),MLP minus Zero growth,0.05264486416705383
99,MAE difference (pp),MLP minus Ridge,0.023669208525315177
99,MAE difference (pp),Seasonal median minus Zero growth,-0.1142891617731503
100,Precision difference (pp),Ridge minus Size-only Ridge,5.5366569111091755
100,Precision difference (pp),MLP minus Ridge,-0.8534176691297773
100,MAE difference (pp),MLP minus Zero growth,0.06131675773456635
100,MAE difference (pp),MLP minus Ridge,-0.0006185610422839716
100,MAE difference (pp),Seasonal median minus Zero growth,-0.09257605091031573
101,Precision difference (pp),Ridge minus Size-only Ridge,1.5434402658590918
101,Precision difference (pp),MLP minus Ridge,0.2572775005049849
101,MAE difference (pp),MLP minus Zero growth,-0.02869654726706239
101,MAE difference (pp),MLP minus Ridge,-0.04754119630751186
101,MAE difference (pp),Seasonal median minus Zero growth,-0.11402746310213008
102,Precision difference (pp),Ridge minus Size-only Ridge,3.0648260930438624
102,Precision difference (pp),MLP minus Ridge,1.7511522079097341
102,MAE difference (pp),MLP minus Zero growth,0.0035669300979801477
102,MAE difference (pp),MLP minus Ridge,-0.021011855403807456
102,MAE difference (pp),Seasonal median minus Zero growth,-0.1110440037049032
103,Precision difference (pp),Ridge minus Size-only Ridge,1.5753903042755617
103,Precision difference (pp),MLP minus Ridge,0.711687726039853
103,MAE difference (pp),MLP minus Zero growth,0.0533109933273237
103,MAE difference (pp),MLP minus Ridge,-0.00023316749982438267
103,MAE difference (pp),Seasonal median minus Zero growth,-0.09771880801893928
104,Precision difference (pp),Ridge minus Size-only Ridge,2.714239757358128
104,Precision difference (pp),MLP minus Ridge,0.35511048227608033
104,MAE difference (pp),MLP minus Zero growth,-0.02000094764450777
104,MAE difference (pp),MLP minus Ridge,-0.03491276695537504
104,MAE difference (pp),Seasonal median minus Zero growth,-0.1106556299098238
105,Precision difference (pp),Ridge minus Size-only Ridge,3.259946297270816
105,Precision difference (pp),MLP minus Ridge,-0.3367260694160823
105,MAE difference (pp),MLP minus Zero growth,0.04419603455907284
105,MAE difference (pp),MLP minus Ridge,-0.01873852304812207
105,MAE difference (pp),Seasonal median minus Zero growth,-0.09661804644061789
106,Precision difference (pp),Ridge minus Size-only Ridge,1.309819338930132
106,Precision difference (pp),MLP minus Ridge,1.2671780288913608
106,MAE difference (pp),MLP minus Zero growth,0.011178815913499562
106,MAE difference (pp),MLP minus Ridge,-0.006263343568012392
106,MAE difference (pp),Seasonal median minus Zero growth,-0.1094780823946806
107,Precision difference (pp),Ridge minus Size-only Ridge,3.346293765862246
107,Precision difference (pp),MLP minus Ridge,-1.3936247949318692
107,MAE difference (pp),MLP minus Zero growth,0.011242012544970148
107,MAE difference (pp),MLP minus Ridge,-0.010230911129138764
107,MAE difference (pp),Seasonal median minus Zero growth,-0.1077661666523233
108,Precision difference (pp),Ridge minus Size-only Ridge,2.8717827798903803
108,Precision difference (pp),MLP minus Ridge,-0.45123319919477267
108,MAE difference (pp),MLP minus Zero growth,0.02152103366691316
108,MAE difference (pp),MLP minus Ridge,-0.011278911381407575
108,MAE difference (pp),Seasonal median minus Zero growth,-0.1034261257444391
109,Precision difference (pp),Ridge minus Size-only Ridge,2.656687151479378
109,Precision difference (pp),MLP minus Ridge,-0.38151409022539884
109,MAE difference (pp),MLP minus Zero growth,0.05298347555721561
109,MAE difference (pp),MLP minus Ridge,-0.0009926724726891933
109,MAE difference (pp),Seasonal median minus Zero growth,-0.08875901580308243
110,Precision difference (pp),Ridge minus Size-only Ridge,2.5622475749228184
110,Precision difference (pp),MLP minus Ridge,1.0293043469629644
110,MAE difference (pp),MLP minus Zero growth,0.04564949027245602
110,MAE difference (pp),MLP minus Ridge,0.004372537090207018
110,MAE difference (pp),Seasonal median minus Zero growth,-0.10324305185954863
111,Precision difference (pp),Ridge minus Size-only Ridge,2.868393573210412
111,Precision difference (pp),MLP minus Ridge,-1.100118411453141
111,MAE difference (pp),MLP minus Zero growth,0.034589840679045025
111,MAE difference (pp),MLP minus Ridge,-0.010279312581816136
111,MAE difference (pp),Seasonal median minus Zero growth,-0.09678184964625469
112,Precision difference (pp),Ridge minus Size-only Ridge,1.0723520236805117
112,Precision difference (pp),MLP minus Ridge,-0.6168162685992157
112,MAE difference (pp),MLP minus Zero growth,0.02931212081942025
112,MAE difference (pp),MLP minus Ridge,-0.014544126601357288
112,MAE difference (pp),Seasonal median minus Zero growth,-0.09589650681177098
113,Precision difference (pp),Ridge minus Size-only Ridge,3.6113680508073593
113,Precision difference (pp),MLP minus Ridge,-0.6053366617937178
113,MAE difference (pp),MLP minus Zero growth,0.024047352315503367
113,MAE difference (pp),MLP minus Ridge,-0.02189620713675744
113,MAE difference (pp),Seasonal median minus Zero growth,-0.10041568135915835
114,Precision difference (pp),Ridge minus Size-only Ridge,3.037323177247206
114,Precision difference (pp),MLP minus Ridge,-0.5243341535249163
114,MAE difference (pp),MLP minus Zero growth,0.006480483442874885
114,MAE difference (pp),MLP minus Ridge,-0.00693148377756625
114,MAE difference (pp),Seasonal median minus Zero growth,-0.11276496352410925
115,Precision difference (pp),Ridge minus Size-only Ridge,3.809147470150831
115,Precision difference (pp),MLP minus Ridge,0.17753963853474608
115,MAE difference (pp),MLP minus Zero growth,0.0037744748917503124
115,MAE difference (pp),MLP minus Ridge,-0.0218677939569889
115,MAE difference (pp),Seasonal median minus Zero growth,-0.10802831981963168
116,Precision difference (pp),Ridge minus Size-only Ridge,4.161271068860875
116,Precision difference (pp),MLP minus Ridge,0.35514511364333756
116,MAE difference (pp),MLP minus Zero growth,-0.010470976456579795
116,MAE difference (pp),MLP minus Ridge,-0.02345691761598312
116,MAE difference (pp),Seasonal median minus Zero growth,-0.1061454809116178
117,Precision difference (pp),Ridge minus Size-only Ridge,3.0113613488695123
117,Precision difference (pp),MLP minus Ridge,0.12864055280957798
117,MAE difference (pp),MLP minus Zero growth,0.010817305679414968
117,MAE difference (pp),MLP minus Ridge,-0.030798919477804443
117,MAE difference (pp),Seasonal median minus Zero growth,-0.1028445675433356
118,Precision difference (pp),Ridge minus Size-only Ridge,1.825935767858211
118,Precision difference (pp),MLP minus Ridge,-0.27177094631912757
118,MAE difference (pp),MLP minus Zero growth,0.025630711552517393
118,MAE difference (pp),MLP minus Ridge,-0.021359734181181533
118,MAE difference (pp),Seasonal median minus Zero growth,-0.09543397163735978
119,Precision difference (pp),Ridge minus Size-only Ridge,4.124502105214773
119,Precision difference (pp),MLP minus Ridge,-2.0054631693540355
119,MAE difference (pp),MLP minus Zero growth,0.02917637837160525
119,MAE difference (pp),MLP minus Ridge,-0.002073159765453525
119,MAE difference (pp),Seasonal median minus Zero growth,-0.10233918710121737
120,Precision difference (pp),Ridge minus Size-only Ridge,3.68841712210759
120,Precision difference (pp),MLP minus Ridge,1.231843096379337
120,MAE difference (pp),MLP minus Zero growth,0.010693060467414917
120,MAE difference (pp),MLP minus Ridge,-0.020655379023891474
120,MAE difference (pp),Seasonal median minus Zero growth,-0.1035494673193269
121,Precision difference (pp),Ridge minus Size-only Ridge,1.8478203348222393
121,Precision difference (pp),MLP minus Ridge,0.9074995199634728
121,MAE difference (pp),MLP minus Zero growth,0.031051782594221145
121,MAE difference (pp),MLP minus Ridge,-0.015430548841165237
121,MAE difference (pp),Seasonal median minus Zero growth,-0.09473905291776541
122,Precision difference (pp),Ridge minus Size-only Ridge,2.606715701034923
122,Precision difference (pp),MLP minus Ridge,-0.4670950135908153
122,MAE difference (pp),MLP minus Zero growth,0.048942864620691306
122,MAE difference (pp),MLP minus Ridge,0.008925546948581164
122,MAE difference (pp),Seasonal median minus Zero growth,-0.10060220677926468
123,Precision difference (pp),Ridge minus Size-only Ridge,3.8337199795985795
123,Precision difference (pp),MLP minus Ridge,-0.7054648621689918
123,MAE difference (pp),MLP minus Zero growth,0.034941027276026215
123,MAE difference (pp),MLP minus Ridge,0.005703522326432342
123,MAE difference (pp),Seasonal median minus Zero growth,-0.10604641751695398
124,Precision difference (pp),Ridge minus Size-only Ridge,1.8570527138865756
124,Precision difference (pp),MLP minus Ridge,-0.16053847090936602
124,MAE difference (pp),MLP minus Zero growth,0.036630855858347466
124,MAE difference (pp),MLP minus Ridge,-0.002457950403368603
124,MAE difference (pp),Seasonal median minus Zero growth,-0.10462426333629837
125,Precision difference (pp),Ridge minus Size-only Ridge,0.1271992120931431
125,Precision difference (pp),MLP minus Ridge,-0.503730314116102
125,MAE difference (pp),MLP minus Zero growth,0.01076738813316691
125,MAE difference (pp),MLP minus Ridge,-0.037971682368922455
125,MAE difference (pp),Seasonal median minus Zero growth,-0.09707791342029104
126,Precision difference (pp),Ridge minus Size-only Ridge,5.038599824236872
126,Precision difference (pp),MLP minus Ridge,1.2841670394876992
126,MAE difference (pp),MLP minus Zero growth,0.020430465930849184
126,MAE difference (pp),MLP minus Ridge,-0.01471066156748968
126,MAE difference (pp),Seasonal median minus Zero growth,-0.10318197729149592
127,Precision difference (pp),Ridge minus Size-only Ridge,2.9935990375176664
127,Precision difference (pp),MLP minus Ridge,0.25724870436449054
127,MAE difference (pp),MLP minus Zero growth,0.020718792006624298
127,MAE difference (pp),MLP minus Ridge,-0.014949498304320574
127,MAE difference (pp),Seasonal median minus Zero growth,-0.10470450345411075
128,Precision difference (pp),Ridge minus Size-only Ridge,0.9656360200649972
128,Precision difference (pp),MLP minus Ridge,0.16205159825010418
128,MAE difference (pp),MLP minus Zero growth,0.02885630130087291
128,MAE difference (pp),MLP minus Ridge,0.007740201369516697
128,MAE difference (pp),Seasonal median minus Zero growth,-0.10955977910280357
129,Precision difference (pp),Ridge minus Size-only Ridge,2.6632239896586474
129,Precision difference (pp),MLP minus Ridge,0.047317837092097914
129,MAE difference (pp),MLP minus Zero growth,0.011097854948826757
129,MAE difference (pp),MLP minus Ridge,-0.017521888555873666
129,MAE difference (pp),Seasonal median minus Zero growth,-0.10602958942943586
130,Precision difference (pp),Ridge minus Size-only Ridge,2.188228096427114
130,Precision difference (pp),MLP minus Ridge,-1.1544889697649385
